product_id,date,expiration_date,last,change,prior_settle,open,high,low,volume,last_update
2457,7/1/2020,7/31/2020,,,534.75,,,,0,7/1/2020 20:15
2457,7/1/2020,8/31/2020,,,532,,,,0,7/1/2020 20:15
2457,7/1/2020,9/30/2020,,,532,,,,0,7/1/2020 20:15
2457,7/1/2020,10/31/2020,,,533.75,,,,0,7/1/2020 20:15
2457,7/1/2020,11/30/2020,,,535.25,,,,0,7/1/2020 20:15
2457,7/1/2020,12/31/2020,,,536.5,,,,0,7/1/2020 20:15
2457,7/1/2020,1/31/2021,,,538,,,,0,7/1/2020 20:15
2457,7/1/2020,2/28/2021,,,539,,,,0,7/1/2020 20:15
2457,7/1/2020,3/31/2021,,,538.25,,,,0,7/1/2020 20:15
2457,7/1/2020,4/30/2021,,,536.75,,,,0,7/1/2020 20:15
2457,7/1/2020,5/31/2021,,,537.75,,,,0,7/1/2020 20:15
2457,7/1/2020,6/30/2021,,,540.25,,,,0,7/1/2020 20:15
2457,7/1/2020,7/31/2021,,,541.5,,,,0,7/1/2020 20:15
2457,7/1/2020,8/31/2021,,,539,,,,0,7/1/2020 20:15
2457,7/1/2020,9/30/2021,,,537.5,,,,0,7/1/2020 20:15
2457,7/1/2020,10/31/2021,,,537,,,,0,7/1/2020 20:15
2457,7/1/2020,11/30/2021,,,533.75,,,,0,7/1/2020 20:15
2457,7/1/2020,12/31/2021,,,527.75,,,,0,7/1/2020 20:15
2457,7/1/2020,1/31/2022,,,521.5,,,,0,7/1/2020 17:57
2457,7/1/2020,2/28/2022,,,520.5,,,,0,7/1/2020 17:57
2457,7/1/2020,3/31/2022,,,519.25,,,,0,7/1/2020 17:56
2457,7/1/2020,4/30/2022,,,518.75,,,,0,7/1/2020 17:56
2457,7/1/2020,5/31/2022,,,518,,,,0,7/1/2020 17:57
2457,7/1/2020,6/30/2022,,,517.25,,,,0,7/1/2020 17:57
2457,7/1/2020,7/31/2022,,,516.25,,,,0,7/1/2020 17:56
2457,7/1/2020,8/31/2022,,,515,,,,0,7/1/2020 17:56
2457,7/1/2020,9/30/2022,,,514.25,,,,0,7/1/2020 17:57
2457,7/1/2020,10/31/2022,,,513.75,,,,0,7/1/2020 17:57
2457,7/1/2020,11/30/2022,,,512.75,,,,0,7/1/2020 17:55
2457,7/1/2020,12/31/2022,,,511.75,,,,0,7/1/2020 17:56
2457,7/1/2020,1/31/2023,,,511,,,,0,7/1/2020 17:56
2457,7/1/2020,2/28/2023,,,509.75,,,,0,7/1/2020 17:57
2457,7/1/2020,3/31/2023,,,509,,,,0,7/1/2020 17:56
2457,7/1/2020,4/30/2023,,,508.25,,,,0,7/1/2020 17:57
2457,7/1/2020,5/31/2023,,,507.5,,,,0,7/1/2020 17:55
2457,7/1/2020,6/30/2023,,,506.75,,,,0,7/1/2020 17:57
2457,7/1/2020,7/31/2023,,,506,,,,0,7/1/2020 17:56
2457,7/1/2020,8/31/2023,,,505.25,,,,0,7/1/2020 17:56
2457,7/1/2020,9/30/2023,,,539.25,,,,0,7/1/2020 17:56
2457,7/1/2020,10/31/2023,,,547,,,,0,7/1/2020 17:57
2457,7/1/2020,11/30/2023,,,508.25,,,,0,7/1/2020 17:56
2457,7/1/2020,12/31/2023,,,508.75,,,,0,7/1/2020 17:55
2457,7/1/2020,1/31/2024,,,541.25,,,,0,7/1/2020 17:56
2457,7/1/2020,2/29/2024,,,546.5,,,,0,7/1/2020 17:57
2457,7/1/2020,3/31/2024,,,573.75,,,,0,7/1/2020 17:57
2457,7/1/2020,4/30/2024,,,562.5,,,,0,7/1/2020 17:57
2457,7/1/2020,5/31/2024,,,560,,,,0,7/1/2020 17:57
2457,7/1/2020,6/30/2024,,,554.5,,,,0,7/1/2020 17:57
2457,7/1/2020,7/31/2024,,,575.5,,,,0,7/1/2020 17:57
2457,7/1/2020,8/31/2024,,,552.5,,,,0,7/1/2020 17:57
2457,7/1/2020,9/30/2024,,,553.5,,,,0,7/1/2020 17:57
2457,7/1/2020,10/31/2024,,,572.75,,,,0,7/1/2020 17:57
2457,7/1/2020,11/30/2024,,,613.75,,,,0,7/1/2020 17:58
2457,7/1/2020,12/31/2024,,,621.5,,,,0,7/1/2020 17:56
2457,7/1/2020,1/31/2025,,,605.75,,,,0,7/1/2020 17:56
2457,7/1/2020,2/28/2025,,,593.75,,,,0,7/1/2020 17:56
2457,7/1/2020,3/31/2025,,,525.5,,,,0,7/1/2020 17:56
2457,7/1/2020,4/30/2025,,,514.25,,,,0,7/1/2020 17:57
2457,7/1/2020,5/31/2025,,,508.25,,,,0,7/1/2020 17:57
2457,7/1/2020,6/30/2025,,,0,,,,0,7/1/2020 17:57
2457,7/2/2020,7/31/2020,,,541.75,,,,0,7/2/2020 20:10
2457,7/2/2020,8/31/2020,,,539.25,,,,0,7/2/2020 20:10
2457,7/2/2020,9/30/2020,,,538.75,,,,0,7/2/2020 20:10
2457,7/2/2020,10/31/2020,,,541.25,,,,0,7/2/2020 20:10
2457,7/2/2020,11/30/2020,,,543.5,,,,0,7/2/2020 20:10
2457,7/2/2020,12/31/2020,,,546,,,,0,7/2/2020 20:10
2457,7/2/2020,1/31/2021,,,547.5,,,,0,7/2/2020 20:10
2457,7/2/2020,2/28/2021,,,547.5,,,,0,7/2/2020 20:10
2457,7/2/2020,3/31/2021,,,547.25,,,,0,7/2/2020 20:10
2457,7/2/2020,4/30/2021,,,546,,,,0,7/2/2020 20:10
2457,7/2/2020,5/31/2021,,,546.25,,,,0,7/2/2020 20:10
2457,7/2/2020,6/30/2021,,,546.75,,,,0,7/2/2020 20:10
2457,7/2/2020,7/31/2021,,,548.25,,,,0,7/2/2020 20:10
2457,7/2/2020,8/31/2021,,,547.75,,,,0,7/2/2020 20:10
2457,7/2/2020,9/30/2021,,,547.25,,,,0,7/2/2020 20:10
2457,7/2/2020,10/31/2021,,,547,,,,0,7/2/2020 20:10
2457,7/2/2020,11/30/2021,,,544.25,,,,0,7/2/2020 20:10
2457,7/2/2020,12/31/2021,,,539,,,,0,7/2/2020 20:10
2457,7/2/2020,1/31/2022,,,532.75,,,,0,7/2/2020 18:09
2457,7/2/2020,2/28/2022,,,531.75,,,,0,7/2/2020 18:09
2457,7/2/2020,3/31/2022,,,530.5,,,,0,7/2/2020 18:08
2457,7/2/2020,4/30/2022,,,530,,,,0,7/2/2020 18:08
2457,7/2/2020,5/31/2022,,,529.25,,,,0,7/2/2020 18:09
2457,7/2/2020,6/30/2022,,,528.5,,,,0,7/2/2020 18:09
2457,7/2/2020,7/31/2022,,,527.5,,,,0,7/2/2020 18:08
2457,7/2/2020,8/31/2022,,,526.25,,,,0,7/2/2020 18:08
2457,7/2/2020,9/30/2022,,,525.5,,,,0,7/2/2020 18:09
2457,7/2/2020,10/31/2022,,,525,,,,0,7/2/2020 18:09
2457,7/2/2020,11/30/2022,,,524,,,,0,7/2/2020 18:08
2457,7/2/2020,12/31/2022,,,523,,,,0,7/2/2020 18:08
2457,7/2/2020,1/31/2023,,,522.25,,,,0,7/2/2020 18:08
2457,7/2/2020,2/28/2023,,,521,,,,0,7/2/2020 18:09
2457,7/2/2020,3/31/2023,,,520.25,,,,0,7/2/2020 18:08
2457,7/2/2020,4/30/2023,,,519.5,,,,0,7/2/2020 18:09
2457,7/2/2020,5/31/2023,,,518.75,,,,0,7/2/2020 18:08
2457,7/2/2020,6/30/2023,,,518,,,,0,7/2/2020 18:09
2457,7/2/2020,7/31/2023,,,517.25,,,,0,7/2/2020 18:08
2457,7/2/2020,8/31/2023,,,516.5,,,,0,7/2/2020 18:09
2457,7/2/2020,9/30/2023,,,539.25,,,,0,7/2/2020 18:09
2457,7/2/2020,10/31/2023,,,547,,,,0,7/2/2020 18:09
2457,7/2/2020,11/30/2023,,,508.25,,,,0,7/2/2020 18:08
2457,7/2/2020,12/31/2023,,,508.75,,,,0,7/2/2020 18:08
2457,7/2/2020,1/31/2024,,,541.25,,,,0,7/2/2020 18:08
2457,7/2/2020,2/29/2024,,,546.5,,,,0,7/2/2020 18:09
2457,7/2/2020,3/31/2024,,,573.75,,,,0,7/2/2020 18:09
2457,7/2/2020,4/30/2024,,,562.5,,,,0,7/2/2020 18:09
2457,7/2/2020,5/31/2024,,,560,,,,0,7/2/2020 18:09
2457,7/2/2020,6/30/2024,,,554.5,,,,0,7/2/2020 18:09
2457,7/2/2020,7/31/2024,,,575.5,,,,0,7/2/2020 18:10
2457,7/2/2020,8/31/2024,,,552.5,,,,0,7/2/2020 18:09
2457,7/2/2020,9/30/2024,,,553.5,,,,0,7/2/2020 18:09
2457,7/2/2020,10/31/2024,,,572.75,,,,0,7/2/2020 18:09
2457,7/2/2020,11/30/2024,,,613.75,,,,0,7/2/2020 18:10
2457,7/2/2020,12/31/2024,,,621.5,,,,0,7/2/2020 18:08
2457,7/2/2020,1/31/2025,,,605.75,,,,0,7/2/2020 18:08
2457,7/2/2020,2/28/2025,,,593.75,,,,0,7/2/2020 18:08
2457,7/2/2020,3/31/2025,,,525.5,,,,0,7/2/2020 18:08
2457,7/2/2020,4/30/2025,,,514.25,,,,0,7/2/2020 18:10
2457,7/2/2020,5/31/2025,,,508.25,,,,0,7/2/2020 18:10
2457,7/2/2020,6/30/2025,,,0,,,,0,7/2/2020 18:09
2457,7/5/2020,7/31/2020,,,549.25,,,,0,7/5/2020 13:06
2457,7/5/2020,8/31/2020,,,548.25,,,,0,7/5/2020 13:07
2457,7/5/2020,9/30/2020,,,548,,,,0,7/5/2020 13:07
2457,7/5/2020,10/31/2020,,,550,,,,0,7/5/2020 13:06
2457,7/5/2020,11/30/2020,,,552.5,,,,0,7/5/2020 13:07
2457,7/5/2020,12/31/2020,,,554.5,,,,0,7/5/2020 13:06
2457,7/5/2020,1/31/2021,,,554.75,,,,0,7/5/2020 13:05
2457,7/5/2020,2/28/2021,,,554.5,,,,0,7/5/2020 13:06
2457,7/5/2020,3/31/2021,,,553,,,,0,7/5/2020 13:07
2457,7/5/2020,4/30/2021,,,551.25,,,,0,7/5/2020 13:05
2457,7/5/2020,5/31/2021,,,551.75,,,,0,7/5/2020 13:06
2457,7/5/2020,6/30/2021,,,552.25,,,,0,7/5/2020 13:05
2457,7/5/2020,7/31/2021,,,553,,,,0,7/5/2020 13:05
2457,7/5/2020,8/31/2021,,,552.75,,,,0,7/5/2020 13:07
2457,7/5/2020,9/30/2021,,,552.5,,,,0,7/5/2020 13:05
2457,7/5/2020,10/31/2021,,,552.25,,,,0,7/5/2020 13:06
2457,7/5/2020,11/30/2021,,,549.5,,,,0,7/5/2020 13:06
2457,7/5/2020,12/31/2021,,,544.25,,,,0,7/5/2020 13:06
2457,7/5/2020,1/31/2022,,,538.25,,,,0,7/5/2020 13:07
2457,7/5/2020,2/28/2022,,,537.5,,,,0,7/5/2020 13:07
2457,7/5/2020,3/31/2022,,,536.25,,,,0,7/5/2020 13:06
2457,7/5/2020,4/30/2022,,,535.75,,,,0,7/5/2020 13:06
2457,7/5/2020,5/31/2022,,,535.25,,,,0,7/5/2020 13:07
2457,7/5/2020,6/30/2022,,,534.5,,,,0,7/5/2020 13:07
2457,7/5/2020,7/31/2022,,,533.75,,,,0,7/5/2020 13:06
2457,7/5/2020,8/31/2022,,,532.5,,,,0,7/5/2020 13:06
2457,7/5/2020,9/30/2022,,,532,,,,0,7/5/2020 13:07
2457,7/5/2020,10/31/2022,,,531.5,,,,0,7/5/2020 13:07
2457,7/5/2020,11/30/2022,,,530.5,,,,0,7/5/2020 13:05
2457,7/5/2020,12/31/2022,,,529.75,,,,0,7/5/2020 13:06
2457,7/5/2020,1/31/2023,,,529,,,,0,7/5/2020 13:05
2457,7/5/2020,2/28/2023,,,528,,,,0,7/5/2020 13:07
2457,7/5/2020,3/31/2023,,,527.25,,,,0,7/5/2020 13:06
2457,7/5/2020,4/30/2023,,,526.5,,,,0,7/5/2020 13:07
2457,7/5/2020,5/31/2023,,,526,,,,0,7/5/2020 13:05
2457,7/5/2020,6/30/2023,,,525.25,,,,0,7/5/2020 13:06
2457,7/5/2020,7/31/2023,,,524.5,,,,0,7/5/2020 13:06
2457,7/5/2020,8/31/2023,,,523.75,,,,0,7/5/2020 13:06
2457,7/5/2020,9/30/2023,,,539.25,,,,0,7/5/2020 13:06
2457,7/5/2020,10/31/2023,,,547,,,,0,7/5/2020 13:07
2457,7/5/2020,11/30/2023,,,508.25,,,,0,7/5/2020 13:05
2457,7/5/2020,12/31/2023,,,508.75,,,,0,7/5/2020 13:05
2457,7/5/2020,1/31/2024,,,541.25,,,,0,7/5/2020 13:06
2457,7/5/2020,2/29/2024,,,546.5,,,,0,7/5/2020 13:07
2457,7/5/2020,3/31/2024,,,573.75,,,,0,7/5/2020 13:07
2457,7/5/2020,4/30/2024,,,562.5,,,,0,7/5/2020 13:07
2457,7/5/2020,5/31/2024,,,560,,,,0,7/5/2020 13:07
2457,7/5/2020,6/30/2024,,,554.5,,,,0,7/5/2020 13:07
2457,7/5/2020,7/31/2024,,,575.5,,,,0,7/5/2020 13:07
2457,7/5/2020,8/31/2024,,,552.5,,,,0,7/5/2020 13:07
2457,7/5/2020,9/30/2024,,,553.5,,,,0,7/5/2020 13:06
2457,7/5/2020,10/31/2024,,,572.75,,,,0,7/5/2020 13:07
2457,7/5/2020,11/30/2024,,,613.75,,,,0,7/5/2020 13:07
2457,7/5/2020,12/31/2024,,,621.5,,,,0,7/5/2020 13:06
2457,7/5/2020,1/31/2025,,,605.75,,,,0,7/5/2020 13:05
2457,7/5/2020,2/28/2025,,,593.75,,,,0,7/5/2020 13:05
2457,7/5/2020,3/31/2025,,,525.5,,,,0,7/5/2020 13:06
2457,7/5/2020,4/30/2025,,,514.25,,,,0,7/5/2020 13:07
2457,7/5/2020,5/31/2025,,,508.25,,,,0,7/5/2020 13:07
2457,7/5/2020,6/30/2025,,,0,,,,0,7/5/2020 13:07
2457,7/6/2020,7/31/2020,,,549.25,,,,0,7/6/2020 20:14
2457,7/6/2020,8/31/2020,,,548.25,,,,0,7/6/2020 20:14
2457,7/6/2020,9/30/2020,,,548,,,,0,7/6/2020 20:14
