date,urals,jpy,ttf gas,eur,cny,krw,uah,rub
2015-03-23,68.32487309999999,0.010713,29.375658,1.3889200000000002,0.2042,0.00115,0.056091370999999994,0.0216
2015-03-24,68.00812492,0.0106,30.106173960000003,1.38687,0.2046,0.00115,0.054716263,0.022000000000000002
2015-03-25,69.64945825,0.0106,29.92469,1.39835,0.2052,0.001158,0.057233907,0.0222
2015-03-26,72.99437915,0.010669,31.283325,1.39037,0.2056,0.0011560000000000001,0.054547777,0.0223
2015-03-27,70.17543859999999,0.010717,30.620716,1.40462,0.2076,0.001169,0.055082559,0.0223
2015-03-30,71.77946172,0.010835,31.386495,1.4154,0.2105,0.001179,0.055395871,0.0227
2015-03-31,70.35625082,0.010882,31.563828400000002,1.4108,0.212,0.001185,0.05613251,0.0226
2015-04-02,71.60168599,0.010943000000000001,32.50639884,1.4330100000000001,0.2125,0.001207,0.056111697,0.0233
2015-04-08,72.01978136,0.011022,30.82140855,1.40295,0.2098,0.001191,0.055309735,0.0243
2015-04-09,72.49089964,0.010834,30.937854090000002,1.3856700000000002,0.2095,0.001185,0.055772231,0.025
2015-04-13,75.10870997,0.010782,31.443440050000003,1.39235,0.212,0.001196,0.05850573200000001,0.0253
2015-04-14,76.19984264,0.010968,30.59793977,1.39723,0.2111,0.001201,0.059664305999999986,0.0257
2015-04-15,79.52356157,0.010981999999999999,30.912183750000004,1.39125,0.2098,0.001192,0.058057797,0.0262
2015-04-16,79.55914392,0.010926,30.546621999999996,1.3790799999999999,0.2068,0.001182,0.06125849,0.0257
2015-04-17,79.9537394,0.010768999999999999,29.892370630000002,1.38847,0.2073,0.001186,0.061295297,0.0247
2015-04-20,80.34951456,0.010806,30.004539999999995,1.39,0.2087,0.0011949999999999999,0.05669902900000001,0.0243
2015-04-21,78.30372196,0.010863,30.247806239999996,1.39224,0.2091,0.0011970000000000001,0.057061340999999995,0.0241
2015-04-22,79.08446164,0.010837000000000001,29.74937504,1.3829200000000001,0.2082,0.00119,0.057124435999999994,0.0247
2015-04-23,81.88480329,0.010753,29.646333600000002,1.39152,0.2074,0.001189,0.057084083,0.0253
2015-04-24,82.06799591,0.01075,30.238495080000003,1.39002,0.2063,0.001187,0.055725971,0.0251
2015-04-27,80.32578264,0.010744,29.799287460000002,1.38582,0.2046,0.00119,0.055484856,0.0246
2015-04-28,78.75841436,0.010689,29.309807009999997,1.36853,0.2009,0.0011710000000000002,0.055098479000000006,0.0243
2015-04-29,80.18231768,0.010487,29.940364119999998,1.38986,0.2014,0.001167,0.060314685,0.0245
2015-04-30,82.28969007,0.010490000000000001,29.665719080000006,1.41982,0.2039,0.001174,0.059582542999999995,0.0245
2015-05-05,84.13497859,0.010604,28.69092382,1.40842,0.2029,0.001165,0.060312264000000004,0.0249
2015-05-06,83.56130004,0.010504000000000001,29.118558040000003,1.4239600000000001,0.2024,0.001161,0.059731459,0.0247
2015-05-08,81.85829551,0.010506,28.676998,1.41266,0.203,0.001159,0.059757943,0.0247
2015-05-11,81.30781903,0.010526,29.700213209999998,1.41369,0.2041,0.001155,0.06006843200000001,0.0247
2015-05-13,81.07974855,0.010554000000000001,29.10846484,1.3995799999999998,0.1987,0.0011279999999999999,0.059534080999999996,0.025
2015-05-14,81.00482614,0.010343999999999999,29.272379309999998,1.41201,0.1996,0.001137,0.060388566,0.0247
2015-05-15,81.88946975,0.010385,29.209304879999998,1.42408,0.2005,0.001147,0.059248195,0.0251
2015-05-18,81.30396696,0.010428,29.211076580000004,1.41602,0.2017,0.0011480000000000001,0.057940183,0.0254
2015-05-19,79.77258370000001,0.010431000000000001,28.83716052,1.40889,0.2036,0.0011539999999999999,0.059886292,0.0255
2015-05-20,80.82539683,0.010469,28.91538672,1.40872,0.2047,0.001158,0.061333333,0.0255
2015-05-21,82.9154002,0.010465,28.76124075,1.40745,0.2044,0.001158,0.061043565999999994,0.0253
2015-05-22,82.16796625,0.010465,28.70724584,1.40777,0.20600000000000002,0.001165,0.061613192000000004,0.0256
2015-05-26,80.73691015,0.010506999999999999,28.817875,1.40575,0.2084,0.001167,0.059987072,0.0254
2015-05-27,78.92353474,0.0105,29.09025091,1.4107100000000001,0.2086,0.001166,0.061327467999999996,0.0249
2015-05-28,80.40266702,0.010462,29.545527399999997,1.4314,0.2108,0.001179,0.062361093,0.0249
